,Critic_Score,Critic_Count,User_Score,User_Count
2624,,,,
2625,57.0,43.0,6.3,192.0
2626,,,3.1,18.0
2627,,,,
2628,68.0,10.0,7.8,32.0
2629,88.0,59.0,8.9,283.0
2630,73.0,34.0,8.2,30.0
2631,85.0,39.0,7.7,87.0
2632,81.0,12.0,8.4,18.0
2633,,,,
2634,,,,
2635,80.0,17.0,8.6,46.0
2636,,,,
2637,72.0,38.0,6.3,52.0
2638,,,,
2639,87.0,55.0,8.2,209.0
2640,,,,
2641,48.0,47.0,3.8,449.0
2642,71.0,43.0,7.4,34.0
2643,,,,
2644,,,,
2645,,,,
2646,81.0,74.0,8.6,176.0
2647,57.0,14.0,7.1,19.0
2648,81.0,75.0,7.3,229.0
2649,53.0,30.0,6.3,46.0
2650,,,,
2651,78.0,13.0,8.5,24.0
2652,66.0,5.0,tbd,
2653,,,,
2654,52.0,56.0,4.9,330.0
2655,70.0,36.0,6.5,15.0
2656,,,,
2657,70.0,22.0,6.6,18.0
2658,,,tbd,
2659,,,,
2660,,,,
2661,38.0,14.0,5,6.0
2662,69.0,42.0,7.5,31.0
2663,,,,
2664,84.0,33.0,8.7,16.0
2665,77.0,16.0,8.4,27.0
2666,81.0,15.0,8.4,17.0
2667,45.0,26.0,3,29.0
2668,46.0,28.0,5.9,34.0
2669,57.0,26.0,7.2,58.0
2670,79.0,45.0,8.2,38.0
2671,69.0,6.0,tbd,
2672,66.0,5.0,6.7,49.0
2673,,,9,40.0
2674,,,,
2675,76.0,11.0,tbd,
2676,,,,
2677,,,,
2678,,,tbd,
2679,56.0,57.0,4.7,69.0
2680,,,,
2681,,,,
2682,,,,
2683,,,,
2684,94.0,4.0,8.7,40.0
2685,52.0,7.0,6.8,37.0
2686,85.0,54.0,8,188.0
2687,91.0,80.0,8.2,1217.0
2688,63.0,25.0,8,41.0
2689,,,,
2690,,,,
2691,,,,
2692,,,,
2693,,,,
2694,,,,
2695,65.0,47.0,6.9,30.0
2696,,,6.6,7.0
2697,52.0,29.0,3.3,31.0
2698,81.0,53.0,8.8,24.0
2699,39.0,6.0,7.6,5.0
2700,87.0,22.0,7.6,19.0
2701,,,,
2702,,,,
2703,95.0,52.0,8.8,5999.0
2704,51.0,48.0,4.9,278.0
2705,71.0,10.0,7.8,31.0
2706,,,,
2707,,,,
2708,,,,
2709,,,,
2710,,,,
2711,,,,
2712,60.0,35.0,6,8.0
2713,67.0,8.0,8.4,9.0
2714,81.0,58.0,7.9,86.0
2715,,,,
2716,76.0,10.0,8.9,55.0
2717,,,,
2718,89.0,56.0,8.4,704.0
2719,55.0,46.0,5.8,30.0
2720,95.0,10.0,7.3,900.0
2721,81.0,75.0,7.8,69.0
2722,58.0,22.0,6,8.0
2723,60.0,18.0,7,27.0
2724,86.0,46.0,7.8,22.0
2725,72.0,9.0,6,9.0
2726,72.0,6.0,5.2,25.0
2727,81.0,53.0,6.7,150.0
2728,69.0,30.0,6.5,6.0
2729,,,,
2730,78.0,21.0,7.4,49.0
2731,,,,
2732,,,,
2733,,,tbd,
2734,82.0,56.0,7.2,386.0
2735,83.0,55.0,7.8,12.0
2736,75.0,23.0,7.9,16.0
2737,,,,
2738,62.0,24.0,7.6,14.0
2739,81.0,22.0,7.9,27.0
2740,76.0,27.0,9,18.0
2741,69.0,63.0,7.1,120.0
2742,,,,
2743,59.0,42.0,6.5,61.0
2744,80.0,47.0,6.9,106.0
2745,,,,
2746,,,,
2747,54.0,45.0,7.1,57.0
2748,76.0,45.0,5.7,9.0
2749,79.0,25.0,7.7,33.0
2750,63.0,37.0,7.9,31.0
2751,,,,
2752,,,,
2753,67.0,53.0,7.2,50.0
2754,70.0,19.0,8.8,31.0
2755,69.0,11.0,6.5,31.0
2756,91.0,30.0,7.9,915.0
2757,65.0,19.0,tbd,
2758,80.0,20.0,7.4,771.0
2759,,,,
2760,79.0,39.0,6.8,179.0
2761,84.0,53.0,7.4,40.0
2762,74.0,30.0,7.2,204.0
2763,60.0,20.0,7.1,31.0
2764,,,,
2765,74.0,19.0,tbd,
2766,,,,
2767,85.0,56.0,8.1,136.0
2768,,,,
2769,,,,
2770,77.0,28.0,6.7,82.0
2771,,,,
2772,83.0,29.0,8.2,24.0
2773,,,,
2774,,,6.7,11.0
2775,86.0,42.0,6.8,1594.0
2776,79.0,67.0,8.2,264.0
2777,87.0,36.0,7.8,114.0
2778,82.0,8.0,8,71.0
2779,49.0,18.0,6.3,4.0
2780,,,4.6,13.0
2781,72.0,31.0,8.3,25.0
2782,,,3.3,21.0
2783,74.0,48.0,7.3,51.0
2784,85.0,45.0,5.9,3926.0
2785,72.0,42.0,8,136.0
2786,55.0,6.0,tbd,
2787,55.0,24.0,6.9,19.0
2788,,,,
2789,,,,
2790,,,,
2791,,,,
2792,79.0,30.0,6.6,7.0
2793,55.0,15.0,4.8,4.0
2794,76.0,10.0,8.9,20.0
2795,,,,
2796,,,,
2797,,,,
2798,78.0,11.0,7.7,9.0
2799,76.0,5.0,8,15.0
2800,,,,
2801,79.0,50.0,6.3,268.0
2802,,,,
2803,80.0,30.0,8.7,32.0
2804,86.0,47.0,7.7,180.0
2805,,,,
2806,72.0,39.0,5.8,168.0
2807,88.0,49.0,7.7,71.0
2808,79.0,43.0,6.9,20.0
2809,,,,
2810,84.0,67.0,8.7,27.0
2811,71.0,70.0,7,87.0
2812,86.0,55.0,9,86.0
2813,75.0,6.0,6.6,26.0
2814,,,tbd,
2815,80.0,53.0,7.1,65.0
2816,74.0,23.0,7.1,83.0
2817,64.0,17.0,8.7,13.0
2818,74.0,16.0,6.8,25.0
2819,65.0,15.0,7,22.0
2820,73.0,13.0,7.5,12.0
2821,74.0,52.0,7.9,54.0
2822,65.0,9.0,5.2,5.0
2823,,,tbd,
2824,,,,
2825,,,,
2826,70.0,7.0,tbd,
2827,,,,
2828,,,,
2829,76.0,71.0,4.2,3742.0
2830,68.0,10.0,6.6,9.0
2831,74.0,45.0,6.7,155.0
2832,73.0,39.0,8.9,16.0
2833,55.0,32.0,7,28.0
2834,79.0,33.0,6,8.0
2835,,,0,4.0
2836,,,,
2837,79.0,31.0,7.1,34.0
2838,,,,
2839,83.0,56.0,8.1,169.0
2840,83.0,17.0,7.7,205.0
2841,72.0,12.0,8.4,18.0
2842,86.0,48.0,8.2,87.0
2843,,,tbd,
2844,,,,
2845,77.0,23.0,7.2,24.0
2846,90.0,27.0,8.1,61.0
2847,74.0,16.0,6.4,161.0
2848,,,,
2849,75.0,6.0,5.4,7.0
2850,82.0,20.0,8.6,11.0
2851,93.0,32.0,9.3,10665.0
2852,84.0,61.0,7.1,54.0
2853,66.0,10.0,8.5,37.0
2854,91.0,33.0,8.3,107.0
2855,75.0,47.0,6.6,30.0
2856,81.0,58.0,8.2,86.0
2857,,,,
2858,,,,
2859,87.0,46.0,8.3,1467.0
2860,87.0,81.0,7.1,166.0
2861,79.0,17.0,8.1,18.0
2862,92.0,16.0,8.3,16.0
2863,86.0,59.0,8.4,137.0
2864,,,8.3,6.0
2865,89.0,57.0,8.2,2235.0
2866,60.0,4.0,7.2,23.0
2867,93.0,30.0,9,48.0
2868,91.0,56.0,8,1970.0
2869,39.0,10.0,7,47.0
2870,66.0,8.0,4,5.0
2871,66.0,8.0,tbd,
2872,73.0,30.0,7.8,23.0
2873,43.0,11.0,tbd,
2874,,,,
2875,85.0,41.0,8.8,315.0
2876,,,,
2877,48.0,13.0,5.1,24.0
2878,46.0,5.0,tbd,
2879,49.0,6.0,6.2,5.0
2880,75.0,10.0,6.8,8.0
2881,,,,
2882,,,,
2883,,,,
2884,,,,
2885,68.0,8.0,6.5,4.0
2886,,,,
2887,77.0,32.0,7.4,14.0
2888,,,,
2889,73.0,54.0,7.8,117.0
2890,59.0,31.0,7.3,49.0
2891,,,,
2892,,,,
2893,83.0,24.0,7.7,26.0
2894,77.0,41.0,7.9,16.0
2895,82.0,65.0,6.4,186.0
2896,65.0,43.0,5.9,21.0
2897,50.0,44.0,5.5,182.0
2898,89.0,19.0,8.5,24.0
2899,67.0,43.0,6.9,8.0
2900,,,,
2901,81.0,30.0,7.8,44.0
2902,,,,
2903,86.0,4.0,7.1,18.0
2904,58.0,28.0,5.9,14.0
2905,78.0,51.0,8.4,79.0
2906,73.0,33.0,8.3,19.0
2907,79.0,61.0,8.1,372.0
2908,90.0,26.0,tbd,
2909,67.0,8.0,tbd,
2910,84.0,22.0,8.2,11.0
2911,,,,
2912,89.0,84.0,8.6,113.0
2913,68.0,60.0,7,158.0
2914,63.0,5.0,tbd,
2915,,,,
2916,,,,
2917,78.0,61.0,7.5,91.0
2918,86.0,56.0,7,72.0
2919,92.0,28.0,9,95.0
2920,66.0,16.0,6.6,9.0
2921,,,,
2922,,,6.7,7.0
2923,65.0,30.0,7.6,62.0
2924,,,tbd,
2925,66.0,35.0,6.4,16.0
2926,58.0,16.0,8.1,49.0
2927,85.0,33.0,8.7,76.0
2928,90.0,33.0,8.8,127.0
2929,43.0,18.0,3.3,25.0
2930,80.0,63.0,7.6,130.0
2931,73.0,8.0,7.5,39.0
2932,,,,
2933,71.0,6.0,tbd,
2934,65.0,49.0,7.4,45.0
2935,,,,
2936,,,,
2937,,,,
2938,65.0,19.0,7.5,27.0
2939,70.0,15.0,6.8,6.0
2940,,,,
2941,89.0,37.0,7.4,34.0
2942,77.0,41.0,8.6,74.0
2943,,,,
2944,,,,
2945,,,1.6,21.0
2946,,,5.4,13.0
2947,40.0,30.0,4.4,9.0
2948,68.0,22.0,8.1,7.0
2949,62.0,35.0,4.9,11.0
2950,,,,
2951,,,,
2952,65.0,16.0,6.3,15.0
2953,,,,
2954,,,,
2955,76.0,65.0,7.4,438.0
2956,75.0,18.0,5.8,175.0
2957,50.0,12.0,3.3,4.0
2958,77.0,14.0,8.3,27.0
2959,75.0,49.0,7.6,120.0
2960,,,,
2961,84.0,23.0,8.5,21.0
2962,77.0,56.0,6.1,173.0
2963,,,8,4.0
2964,82.0,37.0,7.7,55.0
2965,,,,
2966,78.0,44.0,8.7,54.0
2967,63.0,8.0,9,4.0
2968,81.0,28.0,7.3,20.0
2969,68.0,61.0,6.4,87.0
2970,,,,
2971,,,tbd,
2972,89.0,22.0,8.8,24.0
2973,,,,
2974,70.0,43.0,7.1,17.0
2975,66.0,49.0,6.9,122.0
2976,89.0,29.0,8,12.0
2977,,,,
2978,85.0,46.0,8.8,172.0
2979,72.0,21.0,8.1,20.0
2980,67.0,41.0,7.1,178.0
2981,85.0,46.0,8.5,111.0
2982,82.0,42.0,8.6,12.0
2983,,,,
2984,,,,
2985,82.0,8.0,8.4,162.0
2986,42.0,27.0,6.2,45.0
2987,80.0,39.0,7.5,22.0
2988,85.0,47.0,8.7,20.0
2989,,,,
2990,76.0,24.0,8.9,81.0
2991,79.0,18.0,7.8,397.0
2992,69.0,7.0,6.8,5.0
2993,71.0,4.0,tbd,
2994,74.0,28.0,tbd,
2995,82.0,6.0,8.8,37.0
2996,84.0,38.0,8.8,33.0
2997,84.0,59.0,7.3,561.0
2998,60.0,33.0,7,40.0
2999,,,,
3000,89.0,45.0,8.6,2386.0
3001,,,,
3002,,,,
3003,,,,
3004,,,,
3005,,,,
3006,79.0,24.0,7.3,430.0
3007,74.0,23.0,9,33.0
3008,78.0,54.0,8.9,89.0
3009,,,,
3010,,,,
3011,71.0,31.0,7.1,98.0
3012,67.0,38.0,6,39.0
3013,,,,
3014,81.0,39.0,7.2,139.0
3015,63.0,54.0,6.8,121.0
3016,,,,
3017,,,,
3018,,,,
3019,,,,
3020,86.0,42.0,7.7,127.0
3021,,,,
3022,68.0,8.0,7.1,11.0
3023,73.0,9.0,6.4,20.0
3024,66.0,7.0,6.8,5.0
3025,,,,
3026,,,,
3027,,,,
3028,69.0,4.0,tbd,
3029,81.0,38.0,8.8,9.0
3030,77.0,41.0,7.2,25.0
3031,62.0,12.0,7.2,11.0
3032,67.0,26.0,6.9,9.0
3033,78.0,13.0,8.1,21.0
3034,,,7,5.0
3035,65.0,46.0,6.3,43.0
3036,65.0,6.0,6.6,17.0
3037,80.0,35.0,7.7,107.0
3038,,,tbd,
3039,61.0,21.0,7.9,9.0
3040,,,,
3041,,,6.5,17.0
3042,,,,
3043,58.0,10.0,8.3,12.0
3044,74.0,13.0,8,27.0
3045,,,,
3046,63.0,11.0,tbd,
3047,69.0,32.0,2.9,52.0
3048,,,tbd,
3049,,,,
3050,70.0,21.0,tbd,
3051,83.0,70.0,7.8,237.0
3052,,,,
3053,88.0,52.0,8.4,71.0
3054,70.0,7.0,6,12.0
3055,,,,
3056,,,tbd,
3057,,,,
3058,,,tbd,
3059,78.0,30.0,8.7,20.0
3060,,,,
3061,83.0,44.0,6.6,86.0
3062,81.0,56.0,7.9,515.0
3063,,,,
3064,,,7.8,5.0
3065,92.0,35.0,8.7,465.0
3066,81.0,30.0,9,15.0
3067,94.0,68.0,8.5,7322.0
3068,,,,
3069,64.0,7.0,7.1,7.0
3070,67.0,37.0,7.1,199.0
3071,76.0,33.0,6.6,42.0
3072,71.0,7.0,7.4,5.0
3073,63.0,44.0,7.3,47.0
3074,71.0,30.0,7.9,35.0
3075,60.0,30.0,6.9,29.0
3076,,,7.8,24.0
3077,77.0,8.0,tbd,
3078,71.0,35.0,7.8,61.0
3079,,,,
3080,88.0,64.0,8,69.0
3081,69.0,4.0,tbd,
3082,,,,
3083,,,,
3084,70.0,17.0,6.7,44.0
3085,73.0,6.0,8.6,5.0
3086,73.0,39.0,8.3,265.0
3087,,,,
3088,,,,
3089,,,,
3090,63.0,30.0,6.3,26.0
3091,74.0,36.0,9,54.0
3092,,,tbd,
3093,,,,
3094,89.0,50.0,8.5,161.0
3095,60.0,20.0,8.9,7.0
3096,76.0,32.0,7.4,25.0
3097,60.0,23.0,6.6,5.0
3098,47.0,11.0,6,6.0
3099,,,,
3100,82.0,34.0,7.2,9.0
3101,,,,
3102,85.0,51.0,7.8,192.0
3103,,,,
3104,84.0,41.0,7.8,29.0
3105,89.0,34.0,9.4,97.0
3106,60.0,35.0,7.4,19.0
3107,,,,
3108,80.0,61.0,8.4,179.0
3109,63.0,55.0,9.1,88.0
3110,,,,
3111,,,,
3112,77.0,48.0,8.8,43.0
3113,68.0,29.0,6.7,48.0
3114,,,,
3115,,,,
3116,,,,
3117,59.0,12.0,tbd,
3118,,,,
3119,80.0,51.0,6.9,20.0
3120,54.0,11.0,7.5,26.0
3121,,,,
3122,64.0,8.0,tbd,
3123,64.0,5.0,8,20.0
3124,,,tbd,
3125,,,,
3126,,,,
3127,64.0,31.0,7.6,358.0
3128,,,8.3,13.0
3129,67.0,23.0,6.6,12.0
3130,84.0,10.0,7.7,1470.0
3131,54.0,12.0,6.2,29.0
3132,60.0,16.0,8,44.0
3133,64.0,38.0,8,129.0
3134,68.0,5.0,7.7,25.0
3135,84.0,34.0,8.4,49.0
3136,,,7.2,168.0
3137,72.0,21.0,7.7,22.0
3138,60.0,38.0,7,32.0
3139,50.0,5.0,4,65.0
3140,,,,
3141,74.0,32.0,7.4,28.0
3142,83.0,51.0,7.4,27.0
3143,58.0,24.0,7.2,13.0
3144,79.0,30.0,6.4,15.0
3145,,,,
3146,,,,
3147,,,,
3148,,,,
3149,61.0,39.0,6.6,48.0
3150,85.0,41.0,5.5,275.0
3151,,,,
3152,88.0,20.0,7.7,34.0
3153,81.0,45.0,8.9,62.0
3154,61.0,37.0,7.9,29.0
3155,75.0,38.0,7.3,31.0
3156,67.0,18.0,8.2,10.0
3157,88.0,56.0,7.7,569.0
3158,,,tbd,
3159,,,,
3160,78.0,10.0,tbd,
3161,64.0,18.0,5.9,176.0
3162,57.0,33.0,7.4,30.0
3163,,,,
3164,,,,
3165,,,,
3166,84.0,22.0,6.8,60.0
3167,74.0,34.0,7.7,109.0
3168,74.0,31.0,5.1,336.0
3169,63.0,25.0,5.7,12.0
3170,67.0,34.0,7,36.0
3171,82.0,44.0,7.3,41.0
3172,,,,
3173,,,7.2,64.0
3174,73.0,9.0,tbd,
3175,81.0,50.0,8,45.0
3176,,,tbd,
3177,,,,
3178,91.0,10.0,6.9,36.0
3179,82.0,45.0,4.5,4533.0
3180,78.0,24.0,8.8,5.0
3181,73.0,28.0,6.8,10.0
3182,,,,
3183,88.0,11.0,7.7,11.0
3184,,,,
3185,55.0,58.0,7,110.0
3186,80.0,17.0,6.7,1064.0
3187,,,,
3188,78.0,18.0,7.7,18.0
3189,,,,
3190,,,,
3191,,,,
3192,44.0,7.0,6.5,16.0
3193,60.0,45.0,7.1,64.0
3194,,,,
3195,68.0,24.0,7.6,21.0
3196,71.0,58.0,7.4,77.0
3197,32.0,30.0,4,410.0
3198,70.0,22.0,3.6,81.0
3199,82.0,31.0,8.4,32.0
3200,,,,
3201,,,,
3202,75.0,40.0,7,20.0
3203,89.0,25.0,8.3,296.0
3204,82.0,17.0,5.8,28.0
3205,62.0,7.0,4.6,20.0
3206,,,,
3207,80.0,76.0,8.4,178.0
3208,93.0,69.0,9.3,327.0
3209,89.0,40.0,8.3,317.0
3210,,,7.1,24.0
3211,88.0,10.0,7.7,7.0
3212,76.0,47.0,6.5,1223.0
3213,54.0,10.0,5.3,4.0
3214,78.0,28.0,5.5,157.0
3215,62.0,10.0,tbd,
3216,,,,
3217,,,tbd,
3218,76.0,43.0,7.2,14.0
3219,79.0,53.0,8.5,125.0
3220,90.0,35.0,8.3,366.0
3221,,,,
3222,,,,
3223,87.0,28.0,8.5,39.0
3224,77.0,40.0,7.7,15.0
3225,,,,
3226,78.0,30.0,8.4,38.0
3227,,,,
3228,,,tbd,
3229,82.0,14.0,9.2,5.0
3230,,,7.2,11.0
3231,,,,
3232,89.0,18.0,8.2,14.0
3233,70.0,43.0,6.1,44.0
3234,71.0,31.0,8,10.0
3235,75.0,5.0,6,7.0
3236,71.0,16.0,7.3,20.0
3237,46.0,34.0,6.8,26.0
3238,,,tbd,
3239,,,,
3240,93.0,52.0,8.3,115.0
3241,72.0,6.0,9.2,25.0
3242,,,,
3243,86.0,44.0,8,48.0
3244,,,tbd,
3245,48.0,14.0,6.8,4.0
3246,,,,
3247,80.0,73.0,8.6,178.0
3248,,,,
3249,68.0,23.0,8.6,8.0
3250,67.0,20.0,4.6,274.0
3251,,,,
3252,,,,
3253,,,,
3254,,,,
3255,,,,
3256,74.0,69.0,7.8,112.0
3257,70.0,17.0,7.9,35.0
3258,,,8.2,29.0
3259,88.0,20.0,7.5,17.0
3260,,,,
3261,,,,
3262,,,,
3263,,,,
3264,80.0,50.0,6.1,25.0
3265,,,6,4.0
3266,50.0,32.0,6.3,6.0
3267,,,,
3268,,,,
3269,48.0,9.0,4.3,7.0
3270,68.0,58.0,8.4,263.0
3271,73.0,33.0,4.3,87.0
3272,,,,
3273,82.0,30.0,7,37.0
3274,,,5.5,6.0
3275,,,,
3276,72.0,25.0,8.6,12.0
3277,58.0,26.0,8.8,13.0
3278,70.0,61.0,6.4,55.0
3279,56.0,6.0,6,7.0
3280,73.0,13.0,7.4,21.0
3281,,,tbd,
3282,,,,
3283,81.0,42.0,7,106.0
3284,75.0,23.0,7.6,259.0
3285,91.0,48.0,9.3,316.0
3286,72.0,20.0,8.5,8.0
3287,,,8,5.0
3288,70.0,29.0,6.9,13.0
3289,86.0,55.0,8.7,96.0
3290,71.0,47.0,6.3,28.0
3291,49.0,7.0,6.8,6.0
3292,81.0,29.0,8.1,12.0
3293,,,6.6,8.0
3294,84.0,61.0,8.1,304.0
3295,,,,
3296,87.0,82.0,8.9,391.0
3297,,,,
3298,90.0,35.0,8.6,115.0
3299,,,,
3300,46.0,43.0,3,67.0
3301,77.0,24.0,6.3,130.0
3302,70.0,28.0,5.9,34.0
3303,70.0,45.0,7.1,51.0
3304,79.0,43.0,5.9,33.0
3305,64.0,29.0,5.3,26.0
3306,85.0,30.0,7.3,70.0
3307,58.0,26.0,5.4,77.0
3308,76.0,5.0,tbd,
3309,,,,
3310,,,,
3311,71.0,9.0,6,8.0
3312,,,,
3313,62.0,19.0,8.9,39.0
3314,89.0,12.0,tbd,
3315,84.0,8.0,8.7,11.0
3316,,,,
3317,,,,
3318,67.0,11.0,7.3,4.0
3319,75.0,34.0,7.7,35.0
3320,59.0,14.0,5.9,8.0
3321,,,tbd,
3322,86.0,9.0,7.7,9.0
3323,,,,
3324,,,tbd,
3325,,,8.2,6.0
3326,45.0,28.0,6,137.0
3327,80.0,21.0,8.3,29.0
3328,43.0,25.0,3.6,295.0
3329,51.0,24.0,7.8,29.0
3330,64.0,55.0,7.4,69.0
3331,88.0,48.0,8.8,27.0
3332,,,,
3333,62.0,25.0,5.9,140.0
3334,,,8.3,6.0
3335,60.0,53.0,5.1,144.0
3336,72.0,7.0,6,9.0
3337,68.0,26.0,8.5,75.0
3338,,,,
3339,71.0,10.0,7.6,58.0
3340,61.0,9.0,6.7,14.0
3341,77.0,77.0,7.6,94.0
3342,32.0,38.0,4.6,23.0
3343,63.0,10.0,8.6,8.0
3344,52.0,29.0,7.5,39.0
3345,,,,
3346,87.0,24.0,8.6,94.0
3347,,,,
3348,,,,
3349,81.0,14.0,tbd,
3350,82.0,78.0,8.1,101.0
3351,43.0,7.0,4.9,8.0
3352,35.0,12.0,6.8,6.0
3353,,,,
3354,,,,
3355,,,,
3356,81.0,58.0,8.7,101.0
3357,,,,
3358,,,,
3359,,,,
3360,,,tbd,
3361,90.0,44.0,8.9,236.0
3362,,,,
3363,72.0,47.0,6.6,88.0
3364,,,,
3365,69.0,50.0,6.9,88.0
3366,72.0,13.0,7.6,45.0
3367,,,,
3368,,,tbd,
3369,,,,
3370,60.0,28.0,3.6,306.0
3371,90.0,62.0,8.3,1180.0
3372,71.0,5.0,tbd,
3373,,,,
3374,,,,
3375,,,5.2,242.0
3376,69.0,27.0,6.3,18.0
3377,,,tbd,
3378,62.0,8.0,8.1,8.0
3379,,,tbd,
3380,,,,
3381,,,3.1,42.0
3382,,,,
3383,56.0,9.0,5.8,17.0
3384,44.0,29.0,2.1,31.0
3385,,,,
3386,,,,
3387,80.0,16.0,7.9,16.0
3388,86.0,28.0,8,1093.0
3389,70.0,6.0,tbd,
3390,,,,
3391,,,8,4.0
3392,88.0,38.0,7.1,54.0
3393,83.0,34.0,8.5,180.0
3394,,,,
3395,73.0,19.0,5.6,18.0
3396,90.0,31.0,8.5,19.0
3397,62.0,11.0,7.3,22.0
3398,,,,
3399,,,,
3400,,,,
3401,72.0,18.0,5.7,75.0
3402,,,,
3403,,,,
3404,88.0,24.0,8.2,1102.0
3405,,,,
3406,73.0,42.0,7.8,47.0
3407,,,,
3408,77.0,8.0,6.8,82.0
3409,,,tbd,
3410,82.0,78.0,8.3,169.0
3411,,,,
3412,,,,
3413,74.0,48.0,4.9,44.0
3414,60.0,38.0,7.5,13.0
3415,81.0,26.0,9,20.0
3416,66.0,5.0,5.9,242.0
3417,81.0,25.0,9.6,116.0
3418,,,,
3419,,,7.7,12.0
3420,80.0,34.0,7.8,46.0
3421,,,,
3422,82.0,53.0,8.7,39.0
3423,44.0,14.0,7,8.0
3424,48.0,39.0,7.5,77.0
3425,58.0,30.0,5.1,38.0
3426,90.0,52.0,8.5,3069.0
3427,,,tbd,
3428,67.0,34.0,7.7,47.0
3429,,,tbd,
3430,77.0,56.0,6.2,124.0
3431,,,,
3432,,,,
3433,,,,
3434,58.0,23.0,8,35.0
3435,55.0,50.0,6.4,58.0
3436,68.0,18.0,5.7,29.0
3437,33.0,6.0,3.7,9.0
3438,73.0,35.0,8.2,60.0
3439,74.0,13.0,6,54.0
3440,,,,
3441,81.0,20.0,7.3,25.0
3442,,,,
3443,90.0,30.0,7.8,87.0
3444,,,,
3445,,,,
3446,68.0,31.0,5.1,15.0
3447,,,,
3448,89.0,7.0,6,96.0
3449,38.0,21.0,6.3,23.0
3450,74.0,17.0,7.7,6.0
3451,73.0,64.0,7.3,51.0
3452,70.0,51.0,7.9,181.0
3453,83.0,48.0,8.3,251.0
3454,84.0,46.0,7.8,67.0
3455,,,,
3456,,,,
3457,,,,
3458,86.0,33.0,7.5,52.0
3459,84.0,10.0,8.8,19.0
3460,77.0,23.0,6.8,13.0
3461,42.0,5.0,7.6,47.0
3462,,,,
3463,85.0,46.0,8.4,28.0
3464,,,,
3465,,,,
3466,,,,
3467,,,7.6,5.0
3468,71.0,53.0,8.3,55.0
3469,78.0,33.0,6.6,25.0
3470,,,,
3471,,,,
3472,71.0,49.0,7.1,38.0
3473,91.0,23.0,8.7,310.0
3474,,,,
3475,79.0,45.0,7.2,79.0
3476,77.0,14.0,8.7,32.0
3477,91.0,19.0,8.6,21.0
3478,,,,
3479,52.0,22.0,6.9,17.0
3480,78.0,27.0,8.5,29.0
3481,79.0,14.0,9,77.0
3482,,,,
3483,70.0,37.0,8.4,25.0
3484,,,7.8,34.0
3485,,,,
3486,90.0,16.0,8.1,8.0
3487,,,tbd,
3488,76.0,4.0,8.3,6.0
3489,,,,
3490,85.0,56.0,5.7,73.0
3491,,,tbd,
3492,85.0,13.0,8.8,4.0
3493,63.0,32.0,7.8,16.0
3494,78.0,22.0,8.4,109.0
3495,75.0,18.0,6.3,203.0
3496,,,,
3497,62.0,48.0,6.1,65.0
3498,60.0,25.0,7,12.0
3499,89.0,20.0,8.2,296.0
3500,,,tbd,
3501,,,,
3502,,,5.3,6.0
3503,82.0,8.0,4.9,62.0
3504,,,tbd,
3505,81.0,31.0,8,72.0
3506,86.0,21.0,8.5,11.0
3507,,,,
3508,87.0,31.0,8,261.0
3509,87.0,50.0,8.4,112.0
3510,,,,
3511,45.0,43.0,5.9,52.0
3512,73.0,27.0,7.9,27.0
3513,,,,
3514,,,,
3515,88.0,35.0,7.9,40.0
3516,,,3.8,4.0
3517,91.0,34.0,8,95.0
3518,71.0,30.0,7.5,13.0
3519,57.0,22.0,9.1,26.0
3520,,,tbd,
3521,,,,
3522,56.0,25.0,5.7,63.0
3523,,,tbd,
3524,77.0,28.0,8.1,33.0
3525,74.0,36.0,5.2,13.0
3526,,,,
3527,60.0,27.0,7.2,249.0
3528,80.0,39.0,7.8,126.0
3529,,,6,5.0
3530,70.0,8.0,8.9,17.0
3531,67.0,16.0,6.4,107.0
3532,,,,
3533,63.0,61.0,7,53.0
3534,74.0,4.0,6.3,8.0
3535,69.0,79.0,8.2,258.0
3536,67.0,11.0,tbd,
3537,73.0,7.0,6.9,11.0
3538,66.0,31.0,5.3,13.0
3539,87.0,32.0,8.3,19.0
3540,58.0,35.0,7.7,70.0
3541,75.0,36.0,7.5,20.0
3542,,,,
3543,73.0,37.0,8.6,35.0
3544,78.0,32.0,8.2,28.0
3545,,,tbd,
3546,78.0,33.0,8.1,122.0
3547,77.0,66.0,8,96.0
3548,62.0,6.0,8,4.0
3549,83.0,10.0,8.9,45.0
3550,,,8,47.0
3551,77.0,29.0,7.3,29.0
3552,83.0,49.0,8.6,59.0
3553,,,tbd,
3554,,,,
3555,,,tbd,
3556,,,,
3557,86.0,29.0,6.2,1727.0
3558,66.0,18.0,8.6,14.0
3559,77.0,13.0,8.2,11.0
3560,78.0,18.0,7.6,8.0
3561,64.0,11.0,6.5,19.0
3562,66.0,10.0,7.5,6.0
3563,81.0,26.0,8.9,12.0
3564,63.0,9.0,8.6,7.0
3565,65.0,10.0,6.9,8.0
3566,76.0,57.0,7.8,232.0
3567,,,tbd,
3568,78.0,47.0,7.6,36.0
3569,,,,
3570,55.0,4.0,8.4,16.0
3571,71.0,50.0,7.2,31.0
3572,81.0,18.0,tbd,
3573,,,,
3574,,,tbd,
3575,80.0,49.0,8.2,29.0
3576,74.0,35.0,8.1,39.0
3577,77.0,16.0,7.6,8.0
3578,,,,
3579,,,,
3580,,,tbd,
3581,80.0,18.0,9.1,22.0
3582,,,,
3583,50.0,4.0,5.8,5.0
