,Critic_Score,Critic_Count,User_Score,User_Count
12072,57.0,26.0,6.4,56.0
12073,67.0,30.0,8.9,11.0
12074,,,tbd,
12075,,,,
12076,,,,
12077,,,,
12078,,,,
12079,72.0,12.0,7.5,4.0
12080,,,,
12081,35.0,6.0,5.6,11.0
12082,73.0,24.0,8.3,15.0
12083,73.0,35.0,7.8,4.0
12084,,,,
12085,,,,
12086,,,tbd,
12087,,,tbd,
12088,,,,
12089,75.0,21.0,8.4,7.0
12090,59.0,26.0,5.9,22.0
12091,,,,
12092,,,tbd,
12093,83.0,54.0,8.7,489.0
12094,,,,
12095,,,,
12096,82.0,18.0,8.1,29.0
12097,78.0,20.0,7.3,29.0
12098,,,,
12099,,,,
12100,,,tbd,
12101,,,,
12102,,,,
12103,,,,
12104,,,,
12105,,,,
12106,,,tbd,
12107,56.0,17.0,tbd,
12108,73.0,18.0,8,128.0
12109,,,,
12110,79.0,21.0,8.2,13.0
12111,,,tbd,
12112,,,,
12113,,,,
12114,,,,
12115,58.0,15.0,8,7.0
12116,55.0,8.0,7.4,8.0
12117,,,,
12118,72.0,31.0,7.8,22.0
12119,65.0,16.0,6.3,4.0
12120,,,,
12121,,,,
12122,58.0,11.0,7.8,5.0
12123,61.0,31.0,7.7,9.0
12124,,,,
12125,57.0,9.0,8.3,10.0
12126,56.0,23.0,tbd,
12127,75.0,18.0,5.6,5.0
12128,65.0,16.0,tbd,
12129,88.0,22.0,8.2,49.0
12130,,,,
12131,,,,
12132,19.0,5.0,2.7,28.0
12133,80.0,34.0,7.9,171.0
12134,,,,
12135,,,,
12136,,,,
12137,,,,
12138,63.0,9.0,8.6,7.0
12139,57.0,6.0,tbd,
12140,,,,
12141,,,,
12142,,,tbd,
12143,,,tbd,
12144,,,,
12145,70.0,7.0,tbd,
12146,,,tbd,
12147,56.0,23.0,5.4,43.0
12148,,,,
12149,79.0,44.0,6.2,85.0
12150,,,7.6,5.0
12151,,,,
12152,,,,
12153,,,,
12154,,,8.5,4.0
12155,40.0,6.0,tbd,
12156,,,,
12157,70.0,6.0,8,24.0
12158,56.0,30.0,6,7.0
12159,,,tbd,
12160,,,,
12161,,,tbd,
12162,,,,
12163,82.0,20.0,7.4,20.0
12164,,,tbd,
12165,,,,
12166,65.0,27.0,8.9,39.0
12167,84.0,22.0,7.7,7.0
12168,,,,
12169,,,,
12170,,,,
12171,,,,
12172,,,,
12173,57.0,18.0,8.8,4.0
12174,,,,
12175,61.0,19.0,7.2,9.0
12176,73.0,48.0,7.7,165.0
12177,,,,
12178,,,,
12179,24.0,11.0,3.7,10.0
12180,70.0,12.0,tbd,
12181,,,tbd,
12182,69.0,21.0,8.8,19.0
12183,,,tbd,
12184,,,tbd,
12185,73.0,19.0,9,6.0
12186,,,,
12187,61.0,25.0,6,6.0
12188,,,,
12189,69.0,31.0,4.6,17.0
12190,,,,
12191,,,,
12192,,,,
12193,49.0,25.0,4.4,5.0
12194,63.0,12.0,6.8,4.0
12195,,,,
12196,,,,
12197,,,tbd,
12198,53.0,17.0,5.1,44.0
12199,56.0,14.0,8.1,8.0
12200,86.0,30.0,7.1,597.0
12201,55.0,9.0,9.3,6.0
12202,,,tbd,
12203,,,tbd,
12204,,,tbd,
12205,,,,
12206,,,,
12207,,,,
12208,,,,
12209,,,,
12210,,,tbd,
12211,74.0,6.0,tbd,
12212,,,tbd,
12213,,,,
12214,,,tbd,
12215,,,,
12216,,,,
12217,,,,
12218,50.0,7.0,tbd,
12219,,,,
12220,,,tbd,
12221,73.0,28.0,8.8,14.0
12222,56.0,11.0,4.5,6.0
12223,,,,
12224,,,tbd,
12225,,,,
12226,,,7.4,23.0
12227,57.0,25.0,8.2,5.0
12228,,,,
12229,83.0,4.0,7.9,47.0
12230,,,8.8,9.0
12231,69.0,23.0,7.6,19.0
12232,,,6.3,4.0
12233,57.0,11.0,6,25.0
12234,,,7,9.0
12235,,,,
12236,,,,
12237,,,,
12238,74.0,27.0,7.8,66.0
12239,47.0,4.0,8.6,9.0
12240,,,,
12241,80.0,24.0,tbd,
12242,48.0,11.0,6.1,10.0
12243,,,,
12244,72.0,18.0,tbd,
12245,,,,
12246,,,,
12247,89.0,15.0,8.4,115.0
12248,64.0,31.0,4.1,51.0
12249,,,tbd,
12250,51.0,4.0,tbd,
12251,,,,
12252,,,,
12253,54.0,37.0,7.1,15.0
12254,83.0,31.0,8.5,13.0
12255,,,,
12256,,,tbd,
12257,55.0,9.0,tbd,
12258,61.0,18.0,5.6,95.0
12259,67.0,15.0,8,6.0
12260,,,,
12261,,,,
12262,75.0,5.0,tbd,
12263,66.0,7.0,tbd,
12264,71.0,26.0,8,5.0
12265,,,,
12266,,,tbd,
12267,60.0,7.0,7.5,29.0
12268,,,tbd,
12269,,,,
12270,64.0,24.0,6,9.0
12271,,,,
12272,,,,
12273,81.0,23.0,8.8,12.0
12274,,,,
12275,72.0,14.0,7.2,23.0
12276,83.0,30.0,8,1473.0
12277,,,,
12278,66.0,5.0,tbd,
12279,58.0,29.0,tbd,
12280,,,,
12281,44.0,8.0,4.4,69.0
12282,54.0,14.0,6.3,8.0
12283,62.0,29.0,5,5.0
12284,51.0,40.0,6.9,8.0
12285,69.0,16.0,7.9,14.0
12286,,,,
12287,,,,
12288,66.0,6.0,tbd,
12289,32.0,15.0,2.5,12.0
12290,,,,
12291,,,,
12292,63.0,17.0,7.8,4.0
12293,81.0,19.0,8.5,71.0
12294,61.0,23.0,tbd,
12295,41.0,4.0,2.4,5.0
12296,,,tbd,
12297,74.0,16.0,tbd,
12298,,,,
12299,53.0,13.0,tbd,
12300,66.0,13.0,tbd,
12301,,,,
12302,,,,
12303,,,,
12304,51.0,38.0,6.7,11.0
12305,,,tbd,
12306,49.0,5.0,1.5,4.0
12307,80.0,17.0,5.7,571.0
12308,,,6,5.0
12309,,,,
12310,,,,
12311,,,,
12312,55.0,31.0,6.7,37.0
12313,63.0,36.0,7,12.0
12314,70.0,9.0,7.9,14.0
12315,60.0,15.0,5,7.0
12316,63.0,8.0,tbd,
12317,,,,
12318,66.0,11.0,7.8,43.0
12319,85.0,20.0,7.7,7.0
12320,,,,
12321,,,tbd,
12322,55.0,23.0,7,5.0
12323,,,,
12324,68.0,23.0,8.6,8.0
12325,,,,
12326,,,,
12327,,,,
12328,,,tbd,
12329,,,,
12330,,,,
12331,,,,
12332,,,,
12333,,,,
12334,70.0,15.0,7.5,48.0
12335,45.0,38.0,6.9,11.0
12336,69.0,10.0,tbd,
12337,37.0,13.0,5,25.0
12338,,,,
12339,,,,
12340,,,tbd,
12341,60.0,10.0,tbd,
12342,70.0,10.0,tbd,
12343,,,,
12344,76.0,44.0,8.5,4.0
12345,,,,
12346,,,,
12347,55.0,18.0,7.1,20.0
12348,70.0,15.0,8.7,12.0
12349,,,,
12350,61.0,12.0,tbd,
12351,45.0,16.0,7.8,10.0
12352,83.0,11.0,5.5,8.0
12353,,,,
12354,,,,
12355,,,,
12356,,,,
12357,,,,
12358,,,,
12359,78.0,20.0,7.5,30.0
12360,79.0,15.0,8,15.0
12361,37.0,14.0,4.8,5.0
12362,67.0,12.0,6.8,11.0
12363,,,tbd,
12364,,,,
12365,,,,
12366,,,,
12367,,,,
12368,,,,
12369,74.0,24.0,4.4,606.0
12370,79.0,20.0,tbd,
12371,,,,
12372,59.0,24.0,4.2,10.0
12373,57.0,21.0,tbd,
12374,68.0,19.0,6.2,6.0
12375,,,tbd,
12376,,,,
12377,,,,
12378,72.0,30.0,7.3,8.0
12379,55.0,25.0,tbd,
12380,,,,
12381,,,,
12382,,,,
12383,,,,
12384,,,,
12385,,,,
12386,,,,
12387,32.0,9.0,5.8,10.0
12388,,,7,29.0
12389,,,,
12390,,,,
12391,,,,
12392,73.0,35.0,6.2,70.0
12393,65.0,11.0,5.4,19.0
12394,,,,
12395,,,,
12396,,,,
12397,57.0,6.0,tbd,
12398,57.0,21.0,7.9,16.0
12399,,,0.9,7.0
12400,60.0,10.0,5.8,12.0
12401,76.0,12.0,7.7,27.0
12402,82.0,8.0,5.8,173.0
12403,,,tbd,
12404,,,,
12405,,,,
12406,83.0,31.0,8.3,116.0
12407,72.0,11.0,6.4,15.0
12408,67.0,7.0,8.6,14.0
12409,68.0,16.0,tbd,
12410,65.0,5.0,8,5.0
12411,61.0,8.0,7.5,15.0
12412,,,,
12413,,,,
12414,,,,
12415,,,,
12416,66.0,9.0,tbd,
12417,,,,
12418,,,,
12419,35.0,7.0,4.7,10.0
12420,,,tbd,
12421,,,,
12422,,,,
12423,55.0,14.0,7.8,4.0
12424,,,,
12425,,,tbd,
12426,,,4,6.0
12427,40.0,4.0,tbd,
12428,,,tbd,
12429,,,,
12430,83.0,8.0,8.7,51.0
12431,67.0,40.0,7.6,71.0
12432,47.0,4.0,tbd,
12433,70.0,44.0,5.6,186.0
12434,68.0,36.0,7.9,31.0
12435,68.0,34.0,7.8,14.0
12436,,,tbd,
12437,,,,
12438,,,,
12439,57.0,5.0,tbd,
12440,,,tbd,
12441,,,6.8,21.0
12442,,,tbd,
12443,38.0,5.0,tbd,
12444,,,tbd,
12445,,,,
12446,65.0,4.0,tbd,
12447,55.0,26.0,tbd,
12448,,,,
12449,,,,
12450,,,,
12451,27.0,4.0,tbd,
12452,59.0,9.0,8,5.0
12453,,,tbd,
12454,,,,
12455,54.0,6.0,tbd,
12456,68.0,7.0,6.8,33.0
12457,76.0,10.0,7.9,100.0
12458,79.0,15.0,6.9,8.0
12459,,,,
12460,,,,
12461,,,,
12462,48.0,10.0,4.8,14.0
12463,76.0,11.0,8.8,33.0
12464,,,,
12465,,,8,7.0
12466,80.0,15.0,7.8,61.0
12467,47.0,10.0,5.4,24.0
12468,61.0,11.0,8,6.0
12469,,,,
12470,,,,
12471,,,,
12472,,,,
12473,,,,
12474,,,,
12475,,,,
12476,,,tbd,
12477,64.0,40.0,7.9,51.0
12478,,,tbd,
12479,,,,
12480,,,,
12481,,,tbd,
12482,,,,
12483,,,,
12484,,,,
12485,,,,
12486,,,,
12487,71.0,41.0,7.6,20.0
12488,,,tbd,
12489,,,,
12490,65.0,6.0,tbd,
12491,,,,
12492,60.0,38.0,6.7,116.0
12493,,,tbd,
12494,,,,
12495,,,tbd,
12496,,,,
12497,,,tbd,
12498,,,,
12499,72.0,15.0,7.6,14.0
12500,77.0,51.0,8.1,37.0
12501,55.0,24.0,tbd,
12502,81.0,24.0,7.4,177.0
12503,,,,
12504,75.0,30.0,7.9,35.0
12505,,,,
12506,,,,
12507,,,,
12508,,,,
12509,55.0,7.0,tbd,
12510,,,,
12511,66.0,4.0,tbd,
12512,48.0,24.0,7.1,23.0
12513,71.0,22.0,7.3,6.0
12514,,,tbd,
12515,,,,
12516,,,,
12517,,,,
12518,63.0,17.0,tbd,
12519,65.0,12.0,7.6,8.0
12520,,,7.4,5.0
12521,83.0,41.0,8,523.0
12522,36.0,7.0,4.7,6.0
12523,,,,
12524,,,,
12525,,,,
12526,,,8.2,11.0
12527,65.0,4.0,tbd,
12528,66.0,38.0,8.6,5.0
12529,61.0,29.0,7,5.0
12530,86.0,64.0,8.4,626.0
12531,78.0,39.0,8.2,26.0
12532,,,,
12533,,,tbd,
12534,,,,
12535,,,,
12536,72.0,34.0,6.7,11.0
12537,,,,
12538,66.0,12.0,6.9,20.0
12539,,,,
12540,,,5.7,10.0
12541,,,,
12542,72.0,31.0,,
12543,51.0,5.0,tbd,
12544,66.0,10.0,5.3,54.0
12545,64.0,28.0,8.1,12.0
12546,,,7.4,27.0
12547,,,,
12548,,,tbd,
12549,,,,
12550,,,tbd,
12551,,,tbd,
12552,,,,
12553,81.0,50.0,8.8,1116.0
12554,,,,
12555,,,,
12556,,,,
12557,,,,
12558,,,,
12559,,,,
12560,,,,
12561,,,,
12562,,,,
12563,,,,
12564,66.0,27.0,,
12565,,,,
12566,,,,
12567,65.0,12.0,tbd,
12568,,,8,14.0
12569,,,,
12570,56.0,20.0,6.6,28.0
12571,,,7.2,6.0
12572,,,,
12573,80.0,44.0,8.7,602.0
12574,36.0,5.0,tbd,
12575,,,tbd,
12576,,,,
12577,70.0,5.0,tbd,
12578,,,tbd,
12579,,,tbd,
12580,,,,
12581,,,tbd,
12582,,,tbd,
12583,54.0,7.0,6.8,9.0
12584,70.0,7.0,tbd,
12585,54.0,12.0,tbd,
12586,,,,
12587,,,,
12588,,,4,4.0
12589,61.0,5.0,tbd,
12590,,,,
12591,,,,
12592,,,3.1,12.0
12593,33.0,4.0,tbd,
12594,58.0,26.0,8.5,11.0
12595,57.0,16.0,8.6,11.0
12596,,,tbd,
12597,,,tbd,
12598,67.0,14.0,5.9,10.0
12599,,,,
12600,,,,
12601,52.0,6.0,7.4,12.0
12602,,,,
12603,,,tbd,
12604,,,,
12605,43.0,54.0,6.5,283.0
12606,,,,
12607,,,,
12608,63.0,15.0,7,10.0
12609,44.0,15.0,2.5,4.0
12610,,,,
12611,59.0,4.0,tbd,
12612,,,,
12613,,,,
12614,,,,
12615,,,,
12616,,,,
12617,,,,
12618,,,,
12619,,,,
12620,,,,
12621,80.0,17.0,7.8,10.0
12622,62.0,16.0,8.5,32.0
12623,,,,
12624,,,,
12625,80.0,15.0,tbd,
12626,,,,
12627,,,8,8.0
12628,60.0,36.0,7.9,14.0
12629,44.0,14.0,tbd,
12630,68.0,16.0,7.8,36.0
12631,,,tbd,
12632,,,,
12633,,,,
12634,69.0,20.0,8.4,10.0
12635,,,tbd,
12636,,,,
12637,66.0,41.0,7.4,17.0
12638,50.0,9.0,6.4,9.0
12639,61.0,6.0,8,8.0
12640,71.0,41.0,6.9,203.0
12641,,,,
12642,58.0,5.0,7.5,4.0
12643,58.0,10.0,7,5.0
12644,,,,
12645,,,,
12646,29.0,16.0,3.3,30.0
12647,,,,
12648,,,,
12649,79.0,9.0,,
12650,,,,
12651,,,,
12652,69.0,36.0,4.3,4.0
12653,,,,
12654,,,tbd,
12655,,,,
12656,65.0,24.0,tbd,
12657,,,,
12658,,,,
12659,59.0,22.0,6.6,24.0
12660,,,,
12661,,,tbd,
12662,,,,
12663,,,,
12664,,,,
12665,,,,
12666,,,,
12667,,,,
12668,,,,
12669,30.0,15.0,3.5,36.0
12670,35.0,11.0,6.1,21.0
12671,,,tbd,
12672,83.0,17.0,8.9,9.0
12673,,,7.9,9.0
12674,,,,
12675,53.0,5.0,tbd,
12676,,,,
12677,60.0,14.0,8.4,50.0
12678,,,,
12679,53.0,51.0,6.5,72.0
12680,,,,
12681,,,,
12682,83.0,22.0,5.8,387.0
12683,78.0,36.0,7.8,8.0
12684,71.0,8.0,8.3,12.0
12685,72.0,34.0,8.1,43.0
12686,,,,
12687,,,,
12688,,,,
12689,42.0,17.0,5,4.0
12690,55.0,11.0,tbd,
12691,,,,
12692,71.0,24.0,tbd,
12693,,,,
12694,60.0,8.0,tbd,
12695,48.0,13.0,tbd,
12696,,,tbd,
12697,,,,
12698,,,,
12699,,,,
12700,77.0,17.0,8.6,16.0
12701,73.0,35.0,7.8,24.0
12702,44.0,8.0,4.6,41.0
12703,,,,
12704,,,,
12705,74.0,30.0,7.2,12.0
12706,59.0,15.0,8.5,31.0
12707,61.0,28.0,tbd,
12708,,,,
12709,,,,
12710,45.0,33.0,4.6,5.0
12711,,,tbd,
12712,,,tbd,
12713,,,,
12714,54.0,8.0,3.5,16.0
12715,,,,
12716,44.0,28.0,8.1,15.0
12717,69.0,20.0,7.5,41.0
12718,,,,
12719,47.0,7.0,tbd,
12720,74.0,33.0,2.9,431.0
12721,,,,
12722,,,,
12723,,,tbd,
12724,,,,
12725,71.0,12.0,9,9.0
12726,27.0,4.0,tbd,
12727,,,,
12728,,,,
12729,42.0,8.0,4.1,9.0
12730,73.0,41.0,7.6,9.0
12731,50.0,15.0,tbd,
12732,,,,
12733,,,,
12734,81.0,10.0,7.6,8.0
12735,,,,
12736,60.0,31.0,7.1,17.0
12737,64.0,8.0,7.1,7.0
12738,,,,
12739,,,,
12740,,,,
12741,,,,
12742,74.0,6.0,8.2,5.0
12743,82.0,44.0,8.4,1088.0
12744,71.0,43.0,7.7,19.0
12745,,,,
12746,,,,
12747,,,,
12748,,,,
12749,59.0,21.0,8.4,10.0
12750,,,,
12751,,,,
12752,71.0,4.0,7.2,9.0
12753,,,6.8,6.0
12754,,,,
12755,,,,
12756,67.0,13.0,tbd,
12757,25.0,6.0,1.9,39.0
12758,70.0,7.0,tbd,
12759,68.0,25.0,9.1,14.0
12760,88.0,16.0,7.8,5.0
12761,62.0,27.0,6.9,8.0
12762,,,,
12763,60.0,33.0,6.9,16.0
12764,,,6.5,10.0
12765,33.0,6.0,5.6,7.0
12766,,,,
12767,,,tbd,
12768,81.0,31.0,7.8,49.0
12769,,,tbd,
12770,60.0,29.0,7.7,18.0
12771,,,,
12772,,,,
12773,,,,
12774,73.0,28.0,8.4,11.0
12775,,,tbd,
12776,,,,
12777,64.0,11.0,6.4,17.0
12778,58.0,17.0,tbd,
12779,78.0,39.0,6.8,123.0
12780,,,,
12781,,,,
12782,70.0,13.0,tbd,
12783,65.0,11.0,7.8,76.0
12784,,,,
12785,54.0,10.0,3.6,14.0
12786,,,,
12787,70.0,29.0,8.6,5.0
12788,,,,
12789,65.0,26.0,7.4,1007.0
12790,,,,
12791,,,tbd,
12792,,,,
12793,,,,
12794,,,,
12795,,,,
12796,,,,
12797,,,tbd,
12798,,,,
12799,68.0,13.0,tbd,
12800,,,,
12801,,,tbd,
12802,,,,
12803,,,,
12804,,,,
12805,67.0,11.0,tbd,
12806,,,tbd,
12807,62.0,13.0,tbd,
12808,,,,
12809,,,,
12810,,,,
12811,34.0,4.0,tbd,
12812,,,,
12813,69.0,14.0,6.8,13.0
12814,,,,
12815,53.0,7.0,tbd,
12816,,,,
12817,,,tbd,
12818,,,3,4.0
12819,,,,
12820,37.0,6.0,tbd,
12821,,,tbd,
12822,,,tbd,
12823,19.0,14.0,1.3,433.0
12824,,,,
12825,,,,
12826,50.0,6.0,tbd,
12827,,,,
12828,,,,
12829,76.0,20.0,8,236.0
12830,,,,
12831,,,,
12832,52.0,23.0,6.1,7.0
12833,68.0,25.0,8.2,5.0
12834,76.0,11.0,tbd,
12835,86.0,20.0,8.2,580.0
12836,,,,
12837,,,,
12838,,,,
12839,60.0,10.0,tbd,
12840,,,,
12841,,,,
12842,68.0,28.0,tbd,
12843,82.0,10.0,7.4,14.0
12844,,,,
12845,,,,
12846,81.0,44.0,8.1,1026.0
12847,77.0,51.0,8.1,387.0
12848,59.0,22.0,6.6,7.0
12849,59.0,5.0,tbd,
12850,48.0,11.0,tbd,
12851,,,,
12852,53.0,8.0,tbd,
12853,65.0,18.0,7.9,13.0
12854,,,,
12855,,,,
12856,,,,
12857,,,tbd,
12858,,,,
12859,63.0,39.0,7.3,519.0
12860,,,,
12861,,,,
12862,,,,
12863,42.0,5.0,tbd,
12864,35.0,17.0,5.2,74.0
12865,,,tbd,
12866,75.0,4.0,tbd,
12867,,,,
12868,30.0,4.0,3.6,20.0
12869,43.0,36.0,6.2,11.0
12870,60.0,16.0,8.8,4.0
12871,78.0,29.0,9.1,10.0
12872,84.0,15.0,6.6,99.0
12873,65.0,25.0,7.1,7.0
12874,,,,
12875,,,8.8,100.0
12876,72.0,24.0,7.2,6.0
12877,,,,
12878,,,tbd,
12879,,,tbd,
12880,,,tbd,
12881,,,tbd,
12882,,,,
12883,,,,
12884,,,,
12885,42.0,7.0,5.5,8.0
12886,,,tbd,
12887,,,,
12888,70.0,17.0,tbd,
12889,53.0,10.0,tbd,
12890,58.0,7.0,tbd,
12891,,,,
12892,83.0,36.0,6.9,306.0
12893,70.0,8.0,8.3,7.0
12894,,,tbd,
12895,69.0,39.0,7.2,31.0
12896,,,tbd,
12897,57.0,16.0,6,6.0
12898,80.0,15.0,8.5,10.0
12899,43.0,12.0,6,75.0
12900,,,,
12901,66.0,4.0,tbd,
12902,71.0,15.0,tbd,
12903,66.0,20.0,tbd,
12904,,,,
12905,,,,
12906,36.0,12.0,tbd,
12907,64.0,34.0,tbd,
12908,55.0,11.0,tbd,
12909,62.0,24.0,tbd,
12910,63.0,13.0,5.1,48.0
12911,,,,
12912,,,,
12913,,,,
12914,50.0,9.0,tbd,
12915,66.0,22.0,8,4.0
12916,,,tbd,
12917,,,,
12918,76.0,4.0,tbd,
12919,65.0,12.0,tbd,
12920,76.0,9.0,6.7,15.0
12921,,,,
12922,,,7.4,19.0
12923,,,,
12924,,,,
12925,,,tbd,
12926,,,,
12927,,,,
12928,59.0,22.0,7.4,379.0
12929,75.0,10.0,tbd,
12930,,,,
12931,78.0,34.0,8.3,28.0
12932,59.0,15.0,tbd,
12933,,,tbd,
12934,57.0,14.0,7.8,12.0
12935,76.0,12.0,8.3,8.0
12936,74.0,21.0,8.1,9.0
12937,57.0,4.0,5.5,30.0
12938,,,,
12939,41.0,9.0,tbd,
12940,,,,
12941,,,,
12942,,,tbd,
12943,,,,
12944,51.0,6.0,8,7.0
12945,,,tbd,
12946,,,,
12947,,,,
12948,,,,
12949,,,,
12950,,,tbd,
12951,,,,
12952,,,tbd,
12953,,,,
12954,,,,
12955,,,,
12956,60.0,13.0,7.1,114.0
12957,,,,
12958,71.0,14.0,6.6,8.0
12959,,,,
12960,,,tbd,
12961,,,,
12962,,,,
12963,58.0,24.0,7.5,20.0
12964,68.0,34.0,7.3,9.0
12965,80.0,23.0,8.8,9.0
12966,52.0,64.0,3.5,282.0
12967,,,tbd,
12968,,,,
12969,66.0,26.0,7.2,6.0
12970,43.0,9.0,7.8,110.0
12971,81.0,34.0,8.3,10.0
12972,,,,
12973,,,,
12974,,,,
12975,59.0,12.0,tbd,
12976,,,,
12977,,,tbd,
12978,78.0,38.0,7.3,204.0
12979,,,,
12980,,,,
12981,,,,
12982,57.0,4.0,tbd,
12983,61.0,15.0,tbd,
12984,,,,
12985,,,,
12986,,,,
12987,,,,
12988,,,tbd,
12989,,,,
12990,,,tbd,
12991,77.0,21.0,8.2,93.0
12992,,,,
12993,,,,
12994,67.0,24.0,6.8,12.0
12995,,,,
12996,75.0,17.0,tbd,
12997,,,tbd,
12998,,,,
12999,,,tbd,
13000,,,,
13001,67.0,10.0,4.9,18.0
13002,58.0,9.0,6.5,16.0
13003,,,tbd,
13004,,,,
13005,58.0,20.0,6,5.0
13006,,,,
13007,72.0,27.0,8.2,10.0
13008,,,,
13009,,,tbd,
13010,61.0,13.0,3.6,63.0
13011,,,,
13012,,,,
13013,46.0,10.0,tbd,
13014,58.0,7.0,6,5.0
13015,,,,
13016,,,,
13017,61.0,21.0,6.6,127.0
13018,54.0,4.0,tbd,
13019,,,tbd,
13020,,,,
13021,,,,
13022,,,,
13023,46.0,16.0,tbd,
13024,,,tbd,
13025,79.0,43.0,8.3,12.0
13026,72.0,30.0,7.3,18.0
13027,,,,
13028,49.0,11.0,6.3,12.0
13029,70.0,4.0,8,5.0
13030,66.0,12.0,3.8,47.0
13031,,,1.1,8.0
13032,66.0,33.0,5.5,23.0
13033,,,,
13034,71.0,8.0,7.8,5.0
13035,,,tbd,
13036,74.0,12.0,tbd,
13037,69.0,16.0,tbd,
13038,,,3.4,14.0
13039,,,,
13040,,,,
13041,76.0,39.0,8,57.0
13042,,,,
13043,70.0,14.0,4.4,5.0
13044,,,,
13045,,,tbd,
13046,,,,
13047,,,,
13048,76.0,10.0,5.1,475.0
13049,,,,
13050,70.0,20.0,7.7,105.0
13051,37.0,12.0,5.9,8.0
13052,,,tbd,
13053,,,,
13054,,,,
13055,48.0,6.0,7.1,8.0
13056,50.0,6.0,6.5,4.0
13057,,,,
13058,,,tbd,
13059,,,tbd,
13060,51.0,11.0,4.1,42.0
13061,,,,
13062,61.0,17.0,6.8,51.0
13063,76.0,29.0,4.9,539.0
13064,,,tbd,
13065,,,,
13066,,,tbd,
13067,,,tbd,
13068,77.0,13.0,7.1,56.0
13069,77.0,10.0,8.6,16.0
13070,,,,
13071,,,,
13072,33.0,4.0,6.6,15.0
13073,,,,
13074,68.0,34.0,8.2,6.0
13075,,,,
13076,,,tbd,
13077,66.0,8.0,tbd,
13078,,,,
13079,,,,
13080,,,,
13081,,,,
13082,,,tbd,
13083,,,,
13084,71.0,9.0,tbd,
13085,,,,
13086,,,,
13087,82.0,4.0,7.9,9.0
13088,,,,
13089,69.0,18.0,tbd,
13090,,,,
13091,,,tbd,
13092,39.0,6.0,7.8,5.0
13093,66.0,45.0,6.5,621.0
13094,53.0,10.0,tbd,
13095,75.0,23.0,7.8,8.0
13096,,,,
13097,60.0,16.0,7,8.0
13098,,,,
13099,,,,
13100,78.0,26.0,7.4,25.0
13101,66.0,7.0,4.1,9.0
13102,,,,
13103,74.0,23.0,8.3,14.0
13104,58.0,13.0,6.3,7.0
13105,,,,
13106,,,,
13107,,,,
13108,,,,
13109,,,,
13110,83.0,12.0,7.8,12.0
13111,,,,
13112,,,,
13113,,,,
13114,,,,
13115,58.0,7.0,tbd,
13116,,,,
13117,,,,
13118,26.0,14.0,2.8,11.0
13119,73.0,21.0,tbd,
13120,37.0,10.0,5.1,7.0
13121,,,,
13122,40.0,6.0,7.3,7.0
13123,49.0,11.0,tbd,
13124,,,,
13125,,,tbd,
13126,51.0,8.0,tbd,
13127,,,,
13128,,,,
13129,,,,
13130,,,,
13131,77.0,34.0,8.5,13.0
13132,,,,
13133,,,,
13134,84.0,14.0,tbd,
13135,,,,
13136,,,,
13137,,,6.2,18.0
13138,68.0,13.0,,
13139,60.0,15.0,6.3,4.0
13140,78.0,12.0,7.3,11.0
13141,,,,
13142,,,tbd,
13143,79.0,19.0,8.1,15.0
13144,81.0,17.0,8.3,29.0
13145,69.0,20.0,6.3,4.0
13146,,,,
13147,,,,
13148,51.0,19.0,4.5,4.0
13149,64.0,37.0,6,4.0
13150,,,,
13151,62.0,6.0,tbd,
13152,,,,
13153,,,,
13154,,,,
13155,,,,
13156,81.0,42.0,8.8,17.0
13157,,,,
13158,,,,
13159,,,tbd,
13160,,,,
13161,,,,
13162,,,,
13163,,,,
13164,71.0,31.0,8.2,6.0
13165,,,,
13166,,,,
13167,,,,
13168,,,,
13169,,,,
13170,,,4.8,4.0
13171,,,,
13172,,,9,21.0
13173,77.0,6.0,6.7,6.0
13174,,,,
13175,60.0,25.0,5.8,9.0
13176,68.0,16.0,4.5,4.0
13177,,,,
13178,,,,
13179,70.0,8.0,tbd,
13180,,,,
13181,,,,
13182,,,,
13183,,,,
13184,,,,
13185,,,,
13186,78.0,34.0,8.7,279.0
13187,,,tbd,
13188,,,,
13189,75.0,16.0,9.1,15.0
13190,,,,
13191,,,,
13192,58.0,6.0,tbd,
13193,,,,
13194,,,tbd,
13195,,,,
13196,46.0,7.0,7.6,5.0
13197,,,,
13198,73.0,6.0,tbd,
13199,,,,
13200,,,,
13201,,,,
13202,87.0,41.0,8.9,891.0
13203,,,,
13204,71.0,6.0,7.6,5.0
13205,44.0,4.0,,
13206,65.0,14.0,7.8,4.0
13207,,,tbd,
13208,,,,
13209,,,,
13210,,,7.8,17.0
13211,74.0,19.0,7.8,6.0
13212,,,,
13213,,,,
13214,,,,
13215,64.0,56.0,5.1,219.0
13216,65.0,21.0,tbd,
13217,,,tbd,
13218,,,tbd,
13219,,,,
13220,,,8.1,17.0
13221,89.0,22.0,8.2,352.0
13222,79.0,51.0,3.4,3558.0
13223,48.0,4.0,tbd,
13224,64.0,5.0,7.4,5.0
13225,,,,
13226,,,,
13227,43.0,16.0,4.8,5.0
13228,78.0,22.0,7.4,41.0
13229,62.0,24.0,tbd,
13230,,,,
13231,,,,
13232,,,,
13233,,,,
13234,,,,
13235,40.0,9.0,tbd,
13236,,,,
13237,,,tbd,
13238,,,,
13239,61.0,10.0,9,4.0
13240,,,tbd,
13241,63.0,11.0,5.4,52.0
